Title,Author,Price,Reviews,Weight,Language,User Rating,Pages
Algorithmic Finance: A Companion To Data Science,[ Christopher Hian-ann Ting],119.21,2,1.58,English,2,408
The Art of Statistics: How to Learn from Data,[ David Spiegelhalter],17.99,2906,0.83,English,4,448
Democracy's Data: The Hidden Stories in the U.S. Census and How to Read Them,[ Dan Bouk],25.49,10,1.4,English,4,384
Machine Learning with Quantum Computers (Quantum Science and Technology),,101.24,7,1.45,English,4,326
Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,"[ Hariom Tatsat, Sahil Puri, et al.]",44.49,54,1.45,English,3,432
Data Science on the Google Cloud Platform: Implementing End-to-End Real-Time Data Pipelines: From Ingest to Machine Learning,[ Valliappa Lakshmanan],50.99,16,1.61,English,5,459
Behind Every Good Decision: How Anyone Can Use Business Analytics to Turn Data into Profitable Insight,"[ Piyanka Jain,  and , Puneet Sharma]",17.49,93,,English,3,248
Effective Data Science Infrastructure: How to make data scientists productive,[ Ville Tuulos],47.99,8,1.32,English,4,352
"The Science of Football: The Math, Technology, and Data Behind America's Game","[ Will Carroll, Tyler Brooke, et al.]",10.99,6,,English,3,236
Data Paradoxes: The Politics of Intensified Data Sourcing in Contemporary Healthcare,[ Klaus Hoeyer],31.99,,,English,1,0
Data Juice: 101 Stories of How Organizations Are Squeezing Value from Available Data Assets,[ Douglas B. Laney],28.95,21,1.09,English,3,370
Be the Outlier: How to Ace Data Science Interviews,[ Shrilata Murthy],5.99,58,,English,3,212
Text as Data: A New Framework for Machine Learning and the Social Sciences,"[ Justin Grimmer, Margaret E. Roberts, et al.]",35.99,24,1.55,English,4,360
The Data Science Mindset: 6 Principles To Build Healthy Data-Driven Skills & Organizations,[ Dr. Briit],,,,English,1,56
Data Science and Machine Learning: Mathematical and Statistical Methods (Chapman & Hall/CRC Machine Learning & Pattern Recognition),,80,37,3.73,English,5,510
Age of Invisible Machines: A Practical Guide to Creating a Hyperautomated Ecosystem of Intelligent Digital Workers,"[ Robb Wilson,  and , Josh Tyson]",24.33,46,1.05,English,5,288
The DATA Set Collection #2 (Boxed Set): A Case of the Clones; Invasion of the Insects; Out of Remote Control; Down the Brain Drain,,16.89,37,1,English,5,512
The Data Science Design Manual (Texts in Computer Science),,59.95,68,22.2,English,5,462
Can We Trust AI? (Johns Hopkins Wavelengths),"[ Rama Chellappa,  and , Eric Niiler]",16.95,,0.5,English,1,224
The Basics of Data Literacy: Helping Your Students (And You!) Make Sense of Data - PB343X,"[ Michael Bowen,  and , Anthony Bartley]",287.14,6,,English,4,166
Mathematics for Machine Learning,,48.99,608,1.76,English,4,398
The Art of Data Science,"[ Roger Peng,  and , Elizabeth Matsui]",20,50,0.57,English,4,170
"Data Science for Beginners 2020: Learn How Data Analytics and Machine Learning Are Used to Define New Strategies for Marketing and Business. (The Data Science Bible, Book 1)","[ Ross Zowler, Cyrus Carey, et al.]",,1,,,3,0
The Enterprise Big Data Lake: Delivering the Promise of Big Data and Data Science,[ Alex Gorelik],38.84,72,1.47,English,3,224
"Building Data Science Applications with FastAPI: Develop, manage, and deploy efficient machine learning applications with Python",[ François Voron],31.49,29,,English,3,426
Minding the Machines: Building and Leading Data Science and Analytics Teams,[ Jeremy Adamson],24,20,,English,3,232
Making Numbers Count: The Art and Science of Communicating Numbers,"[ Chip Heath,  and , Karla Starr]",11.99,476,0.22,English,3,208
Foundations of Statistics for Data Scientists: With R and Python (Chapman & Hall/CRC Texts in Statistical Science),,99.95,7,3,English,2,468
"Business Intelligence, Analytics, and Data Science: A Managerial Perspective","[ Ramesh Sharda, Dursun Delen, et al.]",111.99,280,2.03,English,4,512
Quantum Machine Learning: An Applied Approach: The Theory and Application of Quantum Machine Learning in Science and Industry,[ Santanu Ganguly],49.48,10,2.37,English,3,572
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,[ Ray Dalio],21.49,5517,1.99,English,4,576
Functional Aesthetics for Data Visualization,"[ Vidya Setlur,  and , Bridget Cogley]",36.61,5,1.5,English,5,313
Data Science for Executives: Leveraging Machine Intelligence to Drive Business ROI,"[ Nir Kaldero, Derek Perkins, et al.]",,47,,,3,0
"Data Science and Big Data Analytics: Discovering, Analyzing, Visualizing and Presenting Data",[ EMC Education Services],54.99,194,2.41,English,3,432
Emotional Data,[ Abby Jame],4.99,3,0.33,English,5,24
"The ABCs of Data Science: By Real Data Scientists, For Future Data Scientists (Very Young Professionals)","[ Rikin Mathur, Varun Bhartia, et al.]",14.99,26,0.22,English,4,31
AI at the Edge: Solving Real-World Problems with Embedded Machine Learning,"[ Daniel Situnayake,  and , Jenny Plunkett]",69.99,,1.11,English,1,450
Cybersecurity Data Science: Best Practices in an Emerging Profession,"[ Scott Mongeau,  and , Andrzej Hajdasinski]",165.8,1,1.74,English,3,415
Urban Informatics (Chapman & Hall/CRC Data Science Series),,64.95,,1.38,English,1,340
Statistical Inference via Data Science: A ModernDive into R and the Tidyverse: A ModernDive into R and the Tidyverse (Chapman & Hall/CRC The R Series),,55.97,29,1.74,English,3,430
Responsible Data Science: Transparency and Fairness in Algorithms,"[ Peter C. Bruce,  and , Grant Fleming]",19.89,8,1.12,English,2,304
"The Science of Hockey: The Math, Technology, and Data Behind the Sport","[ Kevin Snow,  and , John Vogl]",10.99,,,English,1,0
"Practical Data Science with R, Second Edition","[ Nina Zumel,  and , John Mount]",35.74,36,2.29,English,4,483
"Machine Learning For Absolute Beginners: A Plain English Introduction (Second Edition) (AI, Data Science, Python & Statistics for Beginners Book 3)",,,1123,,English,4,167
"High-Dimensional Probability: An Introduction with Applications in Data Science (Cambridge Series in Statistical and Probabilistic Mathematics, Series Number 47)",,63.88,65,1.57,English,4,296
Power and Prediction: The Disruptive Economics of Artificial Intelligence,"[ Ajay Agrawal, Joshua Gans, et al.]",27,15,1.1,English,3,288
"The Data Science Workshop: Learn how you can build machine learning models and create your own real-world data science projects, 2nd Edition","[ Anthony So, Thomas V. Joseph, et al.]",17.84,12,,English,4,824
The Little Book of Data Science Tricks: 100+ Techniques to Elevate Your Data Science Skills,[ Maverick Lin],4.99,2,0.28,English,5,59
Invisible Women: Data Bias in a World Designed for Men,[ Caroline Criado Perez],14.99,8819,0.98,English,4,432
Data Quality Fundamentals: A Practitioner's Guide to Building Trustworthy Data Pipelines,"[ Barr Moses, Lior Gavish, et al.]",46.99,11,1.15,English,4,308
Communicating with Data: The Art of Writing for Data Science,"[ Deborah Nolan,  and , Sara Stoudt]",51,6,1.29,English,4,352
Big Data Science in Finance,"[ Irene Aldridge,  and , Marco Avellaneda]",75.83,11,1.87,English,3,336
Hands-On Business Intelligence with DAX: Discover the intricacies of this powerful query language to gain valuable insights from your data,[ Ian Horne],36.99,17,1.52,English,4,402
Data Science Crash Course for Beginners with Python: Fundamentals and Practices with Python (Machine Learning & Data Science for Beginners),,23.48,10,0.93,English,5,314
Azure Data Scientist Associate Certification Guide: A hands-on guide to machine learning in Azure and passing the Microsoft Certified DP-100 exam,"[ Andreas Botsikas,  and , Michael Hlobil]",53.64,17,1.69,English,3,448
The Revenge of Dr. von Naysayer (10) (The DATA Set),,6.99,,1.11,English,1,128
"Learn Power BI: A comprehensive, step-by-step guide for beginners to learn real-world business intelligence, 2nd Edition",[ Greg Deckler],37.21,39,1.73,English,3,458
Teradata Query Performance Tuning: DWHPro's Guide,"[ Roland Wenzlofsky,  and , Artemios Vogiatzis]",55,12,,English,5,322
"The United States of America: the Superpower, the Trump Presidency & the Fall of Western Civilization",[ Jamal H. Qadri Ph.D.],3.99,7,,English,3,98
The Hundred-Page Machine Learning Book,[ Andriy Burkov],31.99,839,0.86,English,4,160
Roman's Data Science: How to monetize your data,"[ Roman Zykov, Vladimir Vishvanyuk, et al.]",,11,,English,4,350
Data Science from Scratch with Python: A Step By Step Guide for Beginner's and Faster Way To Learn Python In 7 Days & NLP using Advanced (Including Programming Interview Questions),[ Richard Wilson],,94,,English,4,243
Pattern Recognition and Machine Learning (Information Science and Statistics),[ Christopher M. Bishop],105.22,687,4.73,English,4,738
A Hands-On Introduction to Data Science,[ Chirag Shah],53.98,61,2.56,English,4,424
Machine Learning Engineering in Action,[ Ben Wilson],,,,,1,0
"Introducing Data Science: Big Data, Machine Learning, and more, using Python tools","[ Davy Cielen, Arno Meysman, et al.]",42.74,98,1.06,English,3,320
Data Science from Scratch: From Data Visualization to Manipulation: It Is the Easy Way! All You Need for Business Using the Basic Principles of Python and Beyond (Revised & Expanded Edition),"[ William Gray, Damon Knox, et al.]",,12,,,1,0
HBR Guide to Data Analytics Basics for Managers (HBR Guide Series),[ Harvard Business Review],14.19,388,0.65,English,4,256
"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps","[ Valliappa Lakshmanan, Sara Robinson, et al.]",36.99,263,1.45,English,4,408
Natural Language Processing with Transformers: Building Language Applications with Hugging Face,"[ Lewis Tunstall, Leandro von Werra, et al.]",55.91,119,1.43,English,4,406
Capitalizing Data Science: A Guide to Unlocking the Power of Data for Your Business and Products (English Edition),[ Mathangi Sri Ramachandran],9.95,,,English,1,370
"The Equality Machine: Harnessing Digital Technology for a Brighter, More Inclusive Future",[ Orly Lobel],,,,,1,0
Feature Engineering and Selection (Chapman & Hall/CRC Data Science Series),,41.16,65,5.51,English,4,314
Don't Trust Your Gut: Using Data to Get What You Really Want in LIfe,[ Seth Stephens-Davidowitz],14.99,242,,English,3,316
Humble Pi: When Math Goes Wrong in the Real World,[ Matt Parker],15.3,1338,0.6,English,4,336
The Tableau Workshop: A practical guide to the art of data visualization with Tableau,"[ Sumit Gupta, Sylvester Pinto, et al.]",46.99,32,3.06,English,4,822
"Research Anthology on Machine Learning Techniques, Methods, and Applications",[ Information Resources Management Association],1318.74,,3.44,English,1,555
Advanced Analytics with PySpark: Patterns for Learning from Data at Scale Using Python and Spark,"[ Akash Tandon, Sandy Ryza, et al.]",,,,,1,0
"Splunk Operational Intelligence Cookbook: Over 80 recipes for transforming your data into business-critical insights using Splunk, 3rd Edition","[ Josh Diakun, Paul R Johnson, et al.]",54.99,33,2.01,English,4,536
Hands-On Data Science for Marketing: Improve your marketing strategies with machine learning using Python and R,[ Yoon Hyup Hwang],45.89,68,1.74,English,3,464
"Generic Data Structures and Algorithms in Go: An Applied Approach Using Concurrency, Genericity and Heuristics",[ Richard Wiener],,,,,1,0
R for Political Data Science (Chapman & Hall/CRC The R Series),,54.09,6,1.87,English,5,460
Targeted Learning in Data Science: Causal Inference for Complex Longitudinal Studies (Springer Series in Statistics),,85.04,2,2.61,English,5,682
Integrating Data,"[ Bill Inmon, Patty Haines, et al.]",39.95,3,0.42,English,5,134
Data Science in Production: Building Scalable Model Pipelines with Python,[ Ben Weber],4.99,39,,English,3,234
R for Health Data Science,"[ Ewen Harrison,  and , Riinu Pius]",73.91,12,1.72,English,4,364
Ethics of Data and Analytics: Concepts and Cases,[ Kirsten Martin],69.95,,1.89,English,1,474
"Python Programming: 2 Books in 1: Python for Data Analysis and Science with Big Data Analysis, Statistics and Machine Learning.",[ Computer Science Academy],,7,,English,2,311
"Data Visualization with Python for Beginners: Visualize Your Data using Pandas, Matplotlib and Seaborn (Machine Learning & Data Science for Beginners)",,19.99,62,0.85,English,3,288
Grokking Algorithms: An Illustrated Guide for Programmers and Other Curious People,[ Aditya Bhargava],33.99,1192,0.88,English,4,256
DATA SCIENCE: A Comprehensive Beginner’s Guide to Learn About the Realms of Data Science from A-Z,,,27,,English,3,186
"Python Data Analysis: Comprehensive Guide to Data Science, Analytics and Metrics with Python (Data Science and Analysis)",,,,,,1,0
Exemplary Evidence: Scientists and Their Data,[ Jessica Fries-Gaither],,,,,1,0
"Python Machine Learning: Discover the Essentials of Machine Learning, Data Analysis, Data Science, Data Mining, and Artificial Intelligence Using Python Code with Python Tricks",,,11,,,5,0
Calling Bullshit: The Art of Skepticism in a Data-Driven World,"[ Carl T. Bergstrom,  and , Jevin D. West]",18,988,0.5,English,4,336
"Practitioner’s Guide to Data Science: Streamlining Data Science Solutions using Python, Scikit-Learn, and Azure ML Service Platform (English Edition)",[ Nasir Ali Mirza],29.95,4,0.94,English,4,242
"Data Visualization: Clear Introduction to Data Visualization with Python. Proper Guide for Data Scientist (Data Mining, Analytics and Visualization)",,14.95,14,0.43,English,2,94
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,[ Gareth Eagar],39.99,57,1.81,English,3,482
Artificial Intelligence with Power BI: Take your data analytics skills to the next level by leveraging the AI capabilities in Power BI,[ Mary-Jo Diepeveen],,,,,1,0
Data Science for Infectious Disease Data Analytics: An Introduction with R (Chapman & Hall/CRC Data Science Series),,79.96,,,English,1,397
MongoDB Fundamentals: A hands-on guide to using MongoDB and Atlas in the real world,"[ Amit Phaltankar, Juned Ahsan, et al.]",41.99,35,2.78,English,4,748
Secondary Data in Mixed Methods Research (Mixed Methods Research Series),,45,5,0.93,English,4,264
Python for Data Science: Comprehensive Guide to Data Science with Python,[ Alex Campbell],14.95,11,0.38,English,2,118
C++20 STL Cookbook: Leverage the latest features of the STL to solve real-world problems,[ Bill Weinman],39.99,11,1.7,English,4,450
Machine Learning for Absolute Beginners: A Plain English Introduction (Third Edition) (Machine Learning with Python for Beginners Book 1),,,177,,English,3,181
The SAGE Handbook of Social Media Research Methods,"[ Anabel Quan-Haase,  and , Luke Sloan]",139.56,,3.31,English,1,768
"Python Machine Learning for Beginners: Learning from scratch NumPy, Pandas, Matplotlib, Seaborn, Scikitlearn, and TensorFlow for Machine Learning and ... Learning & Data Science for Beginners)",,25.19,59,0.91,English,3,304
Python Reinforcement Learning: Solve complex real-world problems by mastering reinforcement learning algorithms using OpenAI Gym and TensorFlow,"[ Sudharsan Ravichandiran, Sean Saito, et al.]",,,,,1,0
Be Data Driven: How Organizations Can Harness the Power of Data,[ Jordan Morrow],34.49,9,0.82,English,3,240
Marketing Data Science: Modeling Techniques in Predictive Analytics with R and Python (FT Press Analytics),,,,,,1,0
Machine Learning Design Interview: Machine Learning System Design Interview,[ Khang Pham],39.99,69,0.74,English,1,210
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support","[ Ramesh Sharda, Dursun Delen, et al.]",223,36,0.22,English,3,832
Computer Science Unleashed: Harness the Power of Computational Systems (Code is Awesome),,19.95,29,,English,5,270
Hands-On Business Intelligence with Qlik Sense: Implement self-service data analytics with insights and guidance from Qlik Sense experts,"[ Pablo Labbe, Clever Anjos, et al.]",41.99,24,1.66,English,2,442
"Extending Power BI with Python and R: Ingest, transform, enrich, and visualize data using the power of analytical languages","[ Luca Zavarella,  and , Francesca Lazzeri]",40.66,25,2.09,English,3,558
Data Science For Dummies,[ Lillian Pierson],8.75,72,,English,3,408
Algorithms and Data Structures for Massive Datasets,"[ Dzejla Medjedovic, Emin Tahirovic, et al.]",,,,,1,0
"The Art of Statistical Thinking: Detect Misinformation, Understand the World Deeper, and Make Better Decisions. (Advanced Thinking Skills)",,,,,,1,0
Big Data on Campus: Data Analytics and Decision Making in Higher Education,"[ Karen L. Webber,  and , Henry Y. Zheng]",,,,,1,0
Spatial Data Science: With Applications in R (Chapman & Hall/CRC The R Series),"[ Edzer Pebesma,  and , Roger Bivand]",99.95,,1.74,English,1,328
Cracking the Coding Interview: 189 Programming Questions and Solutions,,35.95,7953,2.69,English,4,687
The Machine Learning Solutions Architect Handbook: Create machine learning platforms to run solutions in an enterprise setting,[ David Ping],54.99,41,1.66,English,4,442
Foundations for Architecting Data Solutions: Managing Successful Data Projects,"[ Ted Malaska,  and , Jonathan Seidman]",,,,,1,0
Data Science in Chemistry (De Gruyter Textbook),[ Thorsten Gressling],52.64,6,1.99,English,4,330
Data Science for Dummies: 2nd Edition,"[ Lillian Pierson, Jake Porway - foreword, et al.]",,205,,,3,0
"Data Science Interview: Prep for SQL, Panda, Python, R Language, Machine Learning, DBMS and RDBMS – And More – The Full Data Scientist Interview Handbook",[ DSI ACE PREP],,63,,English,4,158
The Handbook of Data Science and AI: Generate Value from Data with Machine Learning and Data Analytics,"[ Stefan Papp, Wolfgang Weidinger, et al.]",42.49,11,2.4,English,4,576
Learning Qlik® Sense: The Official Guide,"[ Christopher Ilacqua, Henric Cronstrom, et al.]",46.99,22,0.89,English,2,230
Introduction to Probability for Data Science,[ Stanley Chan],70,10,3.25,English,5,704
The Foundations of Statistics,[ Leonard J. Savage],11.89,105,0.79,English,4,310
Data Structures & Algorithms Interview Questions You'll Most Likely Be Asked (Job Interview Questions Series),,,,,,1,0
"Google BigQuery: The Definitive Guide: Data Warehousing, Analytics, and Machine Learning at Scale","[ Valliappa Lakshmanan,  and , Jordan Tigani]",29.99,105,1.81,English,4,522
Automated Machine Learning in Action,"[ Qingquan Song, Haifeng Jin, et al.]",44.99,4,1.37,English,4,336
Data Scientist Lined Notebook Data Science Journal: Data Science Gifts Funny Data Scientist Gift Big Data Machine Learning Lined Notebook,[ Data Science by Medved],7.99,,0.52,English,1,120
"Mastering PostgreSQL 13: Build, administer, and maintain database applications efficiently with PostgreSQL 13, 4th Edition",[ Hans-Jurgen Schonig],41.99,38,1.79,English,3,476
Pro DAX and Data Modeling in Power BI: Creating the Perfect Semantic Layer to Drive Your Dashboard Analytics,[ Adam Aspin],54.99,,2.04,English,1,488
SQL for Beginners: An Informative and In-depth Guide to SQL Programming,[ Chad Knowles],15.89,197,0.53,English,5,159
Introduction to Biomedical Data Science,"[ Robert Hoyt,  and , Robert Muenchen]",64.95,7,1.33,English,5,258
Basketball Data Science: With Applications in R (Chapman & Hall/CRC Data Science Series),,46.5,20,,,3,0
Game Data Science,"[ Magy Seif El-Nasr, Truong-Huy D. Nguyen, et al.]",52.79,6,1.5,English,5,416
Algorithms For Dummies (For Dummies (Computer/Tech)),"[ John Paul Mueller,  and , Luca Massaron]",22.49,5,1.25,English,5,448
Foundational Python for Data Science (Addison-Wesley Data & Analytics Series),,24,8,0.93,English,3,256
The Alignment Problem: Machine Learning and Human Values,"[ Brian Christian,  and , Brilliance Audio]",,262,,,4,0
"Applied Data Science in Tourism: Interdisciplinary Approaches, Methodologies, and Applications (Tourism on the Verge)",[ Roman Egger],73.61,,2.56,English,1,667
"The Digital Mindset: What It Really Takes to Thrive in the Age of Data, Algorithms, and AI","[ Paul Leonardi,  and , Tsedal Neeley]",19.69,73,1.1,English,3,272
Data Science in Education,[ Andrea Filatro],10.5,,0.78,English,1,195
Essential Calculus Skills Practice Workbook with Full Solutions,[ Chris McMullen],9.99,1537,0.69,English,4,151
Raise Your Analytics Game: From Excel to PowerBI,"[ Ali Noorani,  and , Muneeba Sirshar]",25.57,,1.66,English,1,260
How Data Happened: A History from the Age of Reason to the Age of Algorithms,"[ Chris Wiggins,  and , Matthew L. Jones]",30,,1.74,English,1,384
"Machine Learning with R: Expert techniques for predictive modeling, 3rd Edition",[ Brett Lantz],37.99,237,1.72,English,4,458
Introduction to Data Mining (2nd Edition) (What's New in Computer Science),"[ Pang-Ning Tan, Michael Steinbach, et al.]",104.83,67,,,3,0
Data Structures and Algorithms with Python (Undergraduate Topics in Computer Science),,59.45,28,14.17,English,3,378
"Tableau Prep Cookbook: Use Tableau Prep to clean, combine, and transform your data for analysis",[ Hendrik Kleine],41.99,17,1.1,English,3,288
"Data Sketches: A journey of imagination, exploration, and beautiful data visualizations (AK Peters Visualization Series)",,40.94,94,4.23,English,4,0
Data Science Strategy For Dummies,[ Ulrika J&auml;gare],18,48,,English,3,328
Data Science for Engineers,"[ Raghunathan Rengaswamy,  and , Resmi Suresh]",120,,1.83,English,1,360
Quantitative Social Science: An Introduction in tidyverse,"[ Kosuke Imai,  and , Nora Webb Williams]",49.99,7,2.25,English,3,488
"Computer Age Statistical Inference, Student Edition: Algorithms, Evidence, and Data Science (Institute of Mathematical Statistics Monographs, Series Number 6)","[ Bradley Efron,  and , Trevor Hastie]",45.42,25,,,4,0
Machine Learning for Beginners: Learn and Understand the Basics of Artificial Intelligence. A Beginner's Guide to Properly Understand Machine Learning Essentials with Data Science Principles,,,,,,1,0
Probability and Statistics for Data Science: Math + R + Data (Chapman & Hall/CRC Data Science Series),,,,,,1,0
"The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling, 3rd Edition",,,,,,1,0
Decolonizing Data: Unsettling Conversations about Social Research Methods,[ Jacqueline M. Quinless],24.95,9,0.64,English,4,172
"Data Science for Beginners: 4 Books in 1: Python Programming, Data Analysis, Machine Learning. A Complete Overview to Master The Art of Data Science ... Python for Business (Data Science Mastery)",,25.62,2,,,4,0
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python,"[ Sebastian Raschka, Yuxi (Hayden) Liu, et al.]",39.02,164,2.88,English,4,774
ColorWise: A Data Storyteller's Guide to the Intentional Use of Color,[ Kate Strachnyi],29.99,,0.68,English,1,165
Foundations of Data Science,"[ Avrim Blum, John Hopcroft, et al.]",51.99,49,,,4,0
Data Science (The MIT Press Essential Knowledge series),,9.69,404,0.55,English,4,280
Deep Learning: Engage the World Change the World,"[ Michael Fullan, Joanne Quinn, et al.]",5.33,74,0.97,English,4,208
Machine Learning in Finance: From Theory to Practice,"[ Matthew F. Dixon, Igor Halperin, et al.]",55.18,93,2.25,English,4,573
Practical Deep Learning at Scale with MLflow: Bridge the gap between offline experimentation and online production,"[ Yong Liu,  and , Dr. Matei Zaharia]",44.99,8,1.1,English,5,288
"Clinical Biostatistics and Epidemiology Made Ridiculously Simple: An Incredibly Easy Way to Learn for Medical, Nursing, PA Students, And Other Healthcare Professionals (MedMaster Medical Books)",,,,,,1,0
AI and Machine Learning for Coders: A Programmer's Guide to Artificial Intelligence,[ Laurence Moroney],38.49,142,,,4,0
